,poste,Location,date publication,delai,genre,lien_publication,Entreprise
"
                                    Chargé d'Appui Commercial - Agadir et Régions | Agadir (Maroc)                                ","
                                    Chargé d'Appui Commercial - Agadir et Régions | Agadir (Maroc)                                ",29/05/2023,29/07/2023,CDI,https://www.rekrute.com/offre-emploi-charge-dappui-commercial---agadir-et-regions-recrutement-bank-of-africa-agadir-150994.html,
"
                                    Chargé d'Appui Commercial - Laâyoune et Régions | Laâyoune (Maroc)                                ","
                                    Chargé d'Appui Commercial - Laâyoune et Régions | Laâyoune (Maroc)                                ",29/05/2023,29/07/2023,CDI,https://www.rekrute.com/offre-emploi-charge-dappui-commercial---laayoune-et-regions-recrutement-bank-of-africa-laayoune-150993.html,
"
                                    Chargé de Clientèle - Laâyoune et Régions | Laâyoune (Maroc)                                ","
                                    Chargé de Clientèle - Laâyoune et Régions | Laâyoune (Maroc)                                ",29/05/2023,29/07/2023,CDI,https://www.rekrute.com/offre-emploi-charge-de-clientele---laayoune-et-regions-recrutement-bank-of-africa-laayoune-150992.html,
"
                                    Chargé(e) de Formation | Salé (Technopolis) (Maroc)                                ","
                                    Chargé(e) de Formation | Salé (Technopolis) (Maroc)                                ",29/05/2023,19/07/2023,CDI,https://www.rekrute.com/offre-emploi-chargee-de-formation-recrutement-dxc-technology-maroc-sale-technopolis-150735.html,
"
                                    Approvisionneur (ANAPEC) | Casablanca (Maroc)                                ","
                                    Approvisionneur (ANAPEC) | Casablanca (Maroc)                                ",29/05/2023,29/07/2023,CDI,https://www.rekrute.com/offre-emploi-approvisionneur-anapec-recrutement-confidentiel-casablanca-150988.html,
"
                                    Chargés Clientèles francophones | casablanca (Maroc)                                ","
                                    Chargés Clientèles francophones | casablanca (Maroc)                                ",29/05/2023,29/07/2023,CDI,https://www.rekrute.com/offre-emploi-charges-clienteles-francophones-recrutement-leboncall-casablanca-150989.html,
"
                                    Développeur Fullstack | Casablanca (Maroc)                                ","
                                    Développeur Fullstack | Casablanca (Maroc)                                ",29/05/2023,10/06/2023,Freelance,https://www.rekrute.com/offre-emploi-developpeur-fullstack-recrutement-altados-casablanca-149178.html,
"
                                    Développeur BI | Casablanca (Maroc)                                ","
                                    Développeur BI | Casablanca (Maroc)                                ",29/05/2023,10/06/2023,Freelance,https://www.rekrute.com/offre-emploi-developpeur-bi-recrutement-altados-casablanca-149177.html,
"
                                    Technicien Qualité | Casablanca (Maroc)                                ","
                                    Technicien Qualité | Casablanca (Maroc)                                ",29/05/2023,29/07/2023,CDI,https://www.rekrute.com/offre-emploi-technicien-qualite-recrutement-confidentiel-casablanca-150987.html,
"
                                    Technicien Qualité | Casablanca (Maroc)                                ","
                                    Technicien Qualité | Casablanca (Maroc)                                ",29/05/2023,29/07/2023,CDI,https://www.rekrute.com/offre-emploi-technicien-qualite-recrutement-crouzet-casablanca-150986.html,
"
                                    Ingénieur études et développement JAVA Confirmé (H/F) | Tanger / Tétouan (Maroc)                                ","
                                    Ingénieur études et développement JAVA Confirmé (H/F) | Tanger / Tétouan (Maroc)                                ",29/05/2023,22/07/2023,CDI,https://www.rekrute.com/offre-emploi-ingenieur-etudes-et-developpement-java-confirme-hf-recrutement-atos-tanger-tetouan-150824.html,
"
                                    Ingénieur Etudes et Développement JAVA Sénior (H/F) | Tanger / Tétouan (Maroc)                                ","
                                    Ingénieur Etudes et Développement JAVA Sénior (H/F) | Tanger / Tétouan (Maroc)                                ",29/05/2023,22/07/2023,CDI,https://www.rekrute.com/offre-emploi-ingenieur-etudes-et-developpement-java-senior-hf-recrutement-atos-tanger-tetouan-150827.html,
"
                                    Consultant Expérimenté Test et Automatisation F/H | Casablanca (Maroc)                                ","
                                    Consultant Expérimenté Test et Automatisation F/H | Casablanca (Maroc)                                ",29/05/2023,12/07/2023,CDI,https://www.rekrute.com/offre-emploi-consultant-experimente-test-et-automatisation-fh-recrutement-deloitte-extended-services-casablanca-150491.html,
"
                                    Conseillers Commerciaux (secteur de la banque) | Salé (Maroc)                                ","
                                    Conseillers Commerciaux (secteur de la banque) | Salé (Maroc)                                ",29/05/2023,29/07/2023,Autre,https://www.rekrute.com/offre-emploi-conseillers-commerciaux-secteur-de-la-banque-recrutement-webhelp-maroc-sale-151001.html,
"
                                    Rédacteur WEB | Casablanca (Maroc)                                ","
                                    Rédacteur WEB | Casablanca (Maroc)                                ",29/05/2023,29/07/2023,CDI,https://www.rekrute.com/offre-emploi-redacteur-web-recrutement-eca-assurances-casablanca-150980.html,
"
                                    Ingénieur d'études Electricité | Salé (Technopolis) (Maroc)                                ","
                                    Ingénieur d'études Electricité | Salé (Technopolis) (Maroc)                                ",29/05/2023,02/07/2023,CDI,https://www.rekrute.com/offre-emploi-ingenieur-detudes-electricite-recrutement-novec-sale-technopolis-149981.html,
"
                                    Conseiller Client en Réception d'appel H/F | FES (Maroc)                                ","
                                    Conseiller Client en Réception d'appel H/F | FES (Maroc)                                ",29/05/2023,28/06/2023,CDI,https://www.rekrute.com/offre-emploi-conseiller-client-en-reception-dappel-hf-recrutement-foundever-ex-sitel-group-fes-148228.html,
"
                                    Customer Relations Coordinator (H/F) | Tanger (Maroc)                                ","
                                    Customer Relations Coordinator (H/F) | Tanger (Maroc)                                ",29/05/2023,29/07/2023,CDI,https://www.rekrute.com/offre-emploi-customer-relations-coordinator-hf-recrutement-manpower-agences-tanger-150979.html,
